Vegetable,Nitrogen (N),Phosphorus (P),Potassium (K),Rainfall (mm),pH,Temperature,Humidity
Broccoli,191,121,200,207.904511,6.633783,21.981875,67.645534
Spinach,150,128,179,208.433812,5.855391,16.072458,63.576374
Chinese cabbage,173,135,178,191.909926,6.492389,23.43282,68.787919
Cabbage,211,153,207,192.066246,6.368944,15.273101,74.210572
Beans,152,110,135,206.099294,7.208743,23.726808,69.346728
Cauliflower,170,138,164,195.115783,6.628467,21.126939,62.412499
Cauliflower,189,143,169,206.137372,6.666198,23.791846,64.85785
Bok choy,169,125,148,189.764545,6.979837,19.130007,63.701982
Tomatoes,180,156,181,223.380684,5.738807,25.828962,65.39923
Beans,152,114,138,201.657213,7.45736,21.425169,62.441543
Tomatoes,172,141,195,226.255799,6.774503,24.875078,61.33293
Cabbage,218,169,203,183.972124,6.55696,17.088904,77.168321
Bok choy,169,135,159,180.948223,6.917468,23.101257,62.294354
Spinach,141,120,170,202.260292,5.852613,19.383064,64.579158
Spinach,152,136,162,208.999582,6.499619,15.546959,69.12587
Bok choy,161,133,151,188.746502,5.992161,21.374879,64.360801
Cauliflower,180,145,179,193.126241,5.746321,23.626603,68.954651
Radishes,120,96,109,155.061812,5.669383,20.238625,60.805159
Radishes,116,95,113,158.666253,6.51179,19.387711,66.806115
Broccoli,196,127,195,201.161167,5.861808,22.158211,69.400605
Cucumbers,162,127,142,200.257563,5.947446,25.754586,69.140675
Zucchini,165,139,156,226.426607,6.730508,25.038939,68.912334
Brussels sprouts,198,153,191,211.470436,6.782493,17.843573,62.014425
Kale,143,100,144,216.98023,6.129374,17.18643,63.29969
Chinese cabbage,180,138,165,208.805789,6.094394,18.430668,66.206218
Chinese cabbage,188,150,174,196.531039,6.855865,22.080422,66.47035
Cauliflower,189,135,170,198.03583,6.725415,22.029751,60.968119
Spinach,152,135,174,208.277187,6.808763,19.357118,67.075648
Zucchini,164,138,152,237.90109,6.34888,24.50779,68.137399
Lettuce,158,105,171,212.810944,6.519687,19.704035,67.146238
Carrots,133,110,110,178.518504,6.187039,19.455178,72.800992
Celery,120,110,134,172.298162,7.10806,19.403612,79.235586
Peas,136,104,135,193.750241,6.018098,15.855361,61.484037
Lettuce,168,115,154,214.112743,5.990964,20.797109,61.364264
Kale,160,115,139,208.499397,5.524377,16.686504,60.895439
Tomatoes,175,153,184,223.707939,6.310786,24.598904,68.12382
Bell peppers,144,101,154,185.80099,6.463252,22.49536,64.948625
Celery,135,115,144,175.709746,7.328828,15.07099,76.967466
Radishes,117,87,117,151.892102,6.829136,18.198113,62.688793
Cauliflower,170,131,180,193.922636,6.290346,19.689492,65.702221
Bok choy,167,125,151,183.340934,6.00145,20.602951,69.705064
Cabbage,218,153,205,196.15173,7.290337,17.713811,76.640245
Spinach,159,125,164,200.503031,6.048264,15.840415,66.942921
Eggplant,144,114,143,207.867461,6.20924,21.710077,60.289778
Beans,154,116,140,211.327463,6.347834,20.141749,69.348564
Tomatoes,169,154,185,235.637365,6.700542,20.051749,68.435228
Beans,151,118,131,213.462836,6.464762,21.660554,64.083849
Kale,159,107,136,201.137158,6.923297,15.143125,66.327236
Lettuce,157,120,176,202.705573,5.96318,22.52466,67.135618
Bell peppers,143,103,157,189.194662,6.69599,20.318107,68.562851
Chinese cabbage,176,143,174,194.78601,6.903267,21.309266,62.285022
Beans,141,111,140,215.441265,6.441279,20.995872,62.748014
Eggplant,144,129,149,207.544227,7.103719,23.634016,60.718696
Spinach,144,129,160,208.576835,6.517786,16.103354,65.512429
Cauliflower,170,135,161,197.080144,6.423109,23.496895,60.895812
Kale,143,104,134,203.430364,6.234183,17.566416,68.20944
Eggplant,160,129,147,212.425787,6.969332,20.012087,69.555748
Cauliflower,171,139,176,203.050288,6.124362,22.029558,62.965465
Zucchini,168,137,169,233.326073,6.176965,25.926738,62.646825
Mustard greens,144,91,133,190.26532,6.105271,21.524705,61.86192
Bell peppers,141,120,163,186.706964,6.487431,25.765447,66.901769
Peas,136,110,135,189.572273,6.592478,17.366003,66.053885
Chinese cabbage,180,141,164,190.76742,5.809202,22.602551,69.024324
Cabbage,215,155,208,186.287968,6.072975,17.142496,71.891461
Cucumbers,153,123,156,217.895049,6.785712,21.585076,61.413884
Bell peppers,134,118,166,198.407757,6.700603,22.395635,69.053186
Celery,138,112,140,166.879035,6.457624,16.649803,72.413654
Zucchini,176,134,168,234.829307,6.378193,24.450794,67.408853
Bok choy,161,127,149,175.193798,5.86206,19.952786,65.799928
Beans,150,118,134,208.052626,7.266638,21.581719,68.01032
Chinese cabbage,183,137,163,190.07948,6.262247,22.13094,64.616981
Beans,144,113,139,211.475638,6.859753,23.0053,66.397848
Bell peppers,143,117,156,191.302871,6.007215,22.976222,68.955649
Celery,136,111,142,172.294754,7.134033,15.168373,70.29362
Celery,122,114,147,170.366719,6.503401,19.787553,79.437002
Kale,143,101,141,206.679501,6.099457,18.792805,63.598087
Tomatoes,180,148,190,225.984915,5.948586,25.327398,64.501814
Zucchini,177,140,160,236.76538,5.95491,25.999491,62.710284
Beans,150,118,132,207.466689,7.375112,20.012575,68.53911
Eggplant,146,110,150,200.57051,6.390795,21.732849,62.778947
Bok choy,168,131,160,189.100115,6.805377,23.607226,63.479517
Cauliflower,180,149,165,204.145254,5.558863,20.338772,69.788515
Kale,143,112,148,219.011989,6.414882,18.842625,65.3049
Cabbage,203,156,211,185.569728,7.080842,18.843169,72.549928
Carrots,133,97,107,179.364798,6.358036,18.13431,78.079799
Chinese cabbage,176,131,177,201.098544,6.051732,22.167439,60.177272
Brussels sprouts,184,156,198,221.370087,6.466765,15.61181,61.633289
Tomatoes,174,145,187,220.628935,5.900385,23.435997,65.682823
Mustard greens,148,106,125,199.332218,6.596535,21.216163,65.176628
Spinach,154,132,162,191.475245,6.11059,18.364353,65.622847
Carrots,124,94,112,176.70838,6.7418,17.132756,73.24813
Eggplant,149,128,140,217.189714,6.649309,22.696553,60.764857
Mustard greens,131,98,131,193.363056,5.681393,22.201427,69.351451
Broccoli,189,122,187,209.019171,6.885938,20.592689,61.234398
Carrots,126,100,114,183.785056,6.816422,18.343054,76.676397
Zucchini,160,131,164,239.791311,6.504824,25.296508,65.795713
Tomatoes,167,155,194,226.501526,5.854991,25.127266,68.79486
Zucchini,173,136,151,232.818782,6.357783,20.189229,60.176926
Radishes,112,84,117,169.946858,6.835968,22.603639,69.080824
Broccoli,195,127,195,205.062831,5.849055,23.835982,69.660051
Chinese cabbage,188,134,169,205.594352,6.763702,19.455779,69.125436
Cabbage,216,159,219,186.521607,7.431102,15.704211,77.359789
Bok choy,169,120,142,183.040887,5.514815,21.154232,60.687496
Peas,147,112,125,182.588536,6.003835,18.721259,69.902779
Tomatoes,170,157,191,228.877087,5.525802,20.377074,63.786542
Spinach,153,126,172,197.328185,5.591624,18.895297,66.937666
Carrots,120,90,116,176.900194,6.853344,17.222099,75.104938
Beans,149,123,148,217.509963,6.636516,19.074018,68.681809
Bell peppers,140,115,152,193.976795,6.105194,21.003225,61.829518
Radishes,130,86,114,164.043813,6.297293,20.456472,67.594847
Beans,152,128,149,204.947791,7.284042,22.823448,67.321619
Cucumbers,160,130,148,214.701882,6.946079,20.800039,62.525515
Cabbage,220,165,203,193.592562,7.157812,15.077494,74.184111
Carrots,128,105,105,183.262049,6.91214,16.918085,79.626966
Spinach,156,134,178,202.089824,6.135189,17.403089,60.219373
Peas,147,111,131,195.183655,6.36843,18.289957,62.856864
Bell peppers,148,106,159,180.19503,5.859736,20.208553,66.866965
Radishes,115,86,101,167.192276,5.970304,19.299482,62.157254
Tomatoes,178,160,197,236.694459,5.642782,20.411538,63.153163
Kale,155,102,146,216.31612,5.898457,17.754085,60.415873
Broccoli,200,124,189,218.058809,5.785244,22.907339,61.550167
Brussels sprouts,188,159,190,210.429106,6.115205,16.520663,64.905353
Cucumbers,164,123,153,213.255846,6.693583,22.006529,61.20239
Mustard greens,140,96,123,198.433591,6.270618,20.59101,69.413158
Kale,143,119,142,216.984262,6.249626,16.579244,62.855573
Broccoli,181,135,198,209.619593,6.940461,20.340427,67.526175
Beans,140,120,150,214.751341,6.37319,23.209059,67.902758
Spinach,140,123,180,194.397125,6.027795,19.154941,61.192058
Kale,158,105,146,212.414291,6.967267,17.481493,61.034821
Eggplant,158,117,144,200.805668,7.366095,20.759782,67.504267
Mustard greens,142,107,140,195.659108,6.452699,22.19133,61.141311
Broccoli,191,130,191,208.405882,5.524222,22.425534,66.173218
Radishes,123,99,115,163.458272,6.611359,19.399506,66.859304
Zucchini,170,141,166,223.149344,5.916059,25.142126,64.979288
Peas,146,111,127,191.347547,5.5284,16.412985,67.878742
Radishes,114,83,108,162.649766,5.620082,20.313844,69.508945
Chinese cabbage,176,138,165,199.307476,5.555978,22.311291,63.891896
Broccoli,192,128,182,200.831828,6.030601,21.344327,68.176589
Broccoli,193,140,192,208.566405,6.852196,21.980462,60.757042
Zucchini,172,142,163,226.754161,5.585013,21.929456,64.743342
Eggplant,159,130,130,211.324618,6.47171,25.539783,62.154028
Spinach,140,121,163,198.076315,6.192206,17.251512,66.004133
Bok choy,155,131,159,174.652802,6.856038,21.515069,60.920501
Bell peppers,131,103,154,189.551966,5.830569,23.737285,64.185511
Bell peppers,135,111,155,181.785057,6.309033,22.787409,68.021607
Chinese cabbage,185,130,168,204.066686,6.424942,18.366868,63.828419
Lettuce,154,117,178,210.537549,6.508305,19.03431,69.075186
Broccoli,185,125,187,203.278867,6.752396,23.04464,66.272339
Mustard greens,132,98,129,192.183725,6.659328,22.541071,67.867683
Carrots,128,93,119,182.346507,6.434276,17.948797,73.004808
Zucchini,172,147,157,239.987262,6.99448,25.208573,68.682116
Radishes,124,90,116,150.319329,6.692012,20.260631,65.252172
Lettuce,164,110,153,214.88508,5.984651,18.91759,67.582613
Lettuce,170,103,178,204.756117,6.105016,22.934098,69.21903
Brussels sprouts,195,151,189,228.997682,6.599083,18.206813,66.210961
Beans,142,123,133,206.174579,7.238111,20.657621,65.120272
Carrots,131,109,113,188.446643,6.029121,16.30003,76.946867
Broccoli,188,133,186,205.04356,6.065392,18.042683,67.201498
Chinese cabbage,185,147,163,207.307417,6.842545,19.63817,65.964851
Eggplant,142,110,141,200.076832,7.363078,25.034202,63.275753
Peas,131,102,138,189.037506,6.256629,18.497183,62.912541
Celery,140,101,150,176.54964,6.708239,18.818787,77.729021
Broccoli,182,133,197,208.937995,6.581392,18.679663,69.146861
Cucumbers,167,125,144,219.179602,6.415218,21.06067,63.327149
Bell peppers,141,105,150,193.874784,6.38033,23.4037,67.739611
Chinese cabbage,173,147,168,209.651159,6.510752,19.164315,64.969174
Zucchini,179,143,151,238.693144,6.341016,21.35936,66.821678
Radishes,126,94,104,169.613004,5.737789,22.238817,64.304704
Chinese cabbage,176,148,171,195.343683,6.928213,22.273251,64.496318
Brussels sprouts,199,158,184,227.354533,6.210638,18.120119,62.051946
Lettuce,173,105,173,219.604377,6.818722,22.13853,68.802472
Bok choy,150,120,154,184.611611,5.984385,23.491488,62.7268
Lettuce,162,113,151,217.2826,6.408616,22.49564,67.4705
Chinese cabbage,180,137,180,196.360543,5.665056,18.740069,60.519768
Brussels sprouts,189,161,189,220.424158,5.706601,18.379144,63.706673
Kale,145,105,142,203.233554,6.425881,19.473913,61.942164
Broccoli,198,129,193,209.594348,5.968988,21.384573,65.82444
Beans,143,117,135,206.40589,6.941094,21.373523,64.7279
Bok choy,152,138,151,177.192457,6.387479,21.351083,66.09566
Carrots,130,101,117,174.489756,7.206855,16.574156,77.590137
Bell peppers,131,105,167,192.955077,5.867441,23.605976,66.790349
Brussels sprouts,189,168,188,225.656198,6.619425,17.013034,61.60438
Cauliflower,177,130,170,208.735985,6.127821,20.557204,67.302507
Chinese cabbage,187,144,160,198.458309,6.724738,19.354298,66.404828
Tomatoes,173,141,183,232.672045,6.31633,21.369448,64.73045
Bell peppers,139,101,170,187.153126,6.38117,21.031101,66.322375
Carrots,127,104,100,176.080401,7.147848,18.201164,74.982696
Celery,127,106,144,169.460769,6.415629,15.146802,74.580368
Radishes,123,85,105,169.840097,5.775848,22.517183,66.886016
Bell peppers,148,105,151,181.839815,6.025533,24.483162,64.012654
Broccoli,195,129,187,216.53651,6.884298,22.80923,67.894887
Peas,138,107,123,181.307323,5.645835,18.534033,69.870438
Zucchini,173,132,155,225.176866,6.244831,25.157929,69.163171
Kale,150,110,140,206.151171,5.922415,19.340826,62.890513
Chinese cabbage,170,146,174,200.107119,5.993511,21.866106,68.010415
Lettuce,175,104,151,211.695523,5.746977,23.718374,68.925188
Carrots,128,110,120,175.582002,6.841724,16.18443,73.787058
Bok choy,165,139,144,174.488953,5.826331,20.817191,65.038526
Kale,141,109,130,209.783433,6.301541,16.230946,60.273547
Cabbage,206,170,206,186.870983,6.434021,15.670474,77.845547
Zucchini,177,135,150,223.633964,6.883954,23.138237,64.307574
Radishes,115,85,107,160.888458,5.786276,22.517519,67.636708
Brussels sprouts,180,170,188,218.025101,5.885746,16.711921,66.280448
Spinach,147,137,163,196.238078,6.149805,16.028936,66.882255
Broccoli,186,130,186,204.882045,6.832839,22.232741,60.991747
Kale,143,101,147,210.008135,6.41281,19.788859,66.395845
Carrots,129,109,104,177.562856,6.192033,16.025488,78.206297
Zucchini,173,138,161,235.209254,6.29748,20.610986,69.849876
Eggplant,143,118,140,218.225857,6.343532,20.228465,69.581823
Peas,137,120,128,194.26084,5.744024,18.700698,63.464623
Tomatoes,173,160,180,236.203333,5.812387,24.953567,69.186211
Cabbage,206,163,210,181.899069,6.850931,17.034788,79.374512
Lettuce,160,114,162,202.718012,6.741372,19.960676,63.970883
Celery,136,111,147,171.799645,6.042103,16.921606,74.962114
Chinese cabbage,185,131,166,203.207763,6.944577,20.076967,64.956089
Broccoli,180,137,186,203.604146,5.642326,19.396656,65.296026
Cauliflower,181,139,164,206.93323,5.933369,22.998709,65.259452
Eggplant,148,116,130,204.395209,6.896664,25.487598,60.691456
Cauliflower,180,149,166,201.076636,6.497814,23.972241,61.094852
Peas,146,101,120,196.408402,5.9639,17.487038,61.331712
Carrots,127,109,111,170.852831,7.351293,17.205765,74.04314
Chinese cabbage,184,138,167,208.289367,5.632161,20.650457,63.155262
Bok choy,159,131,153,184.27128,5.949981,23.339986,65.265587
Cucumbers,166,129,154,208.948418,6.369751,23.44339,67.746485
Cucumbers,163,132,156,208.69931,6.739408,25.747389,62.899503
Zucchini,173,137,161,221.399507,5.948332,21.354957,61.008093
Bok choy,158,124,152,178.471143,5.665944,23.353541,62.17891
Peas,133,108,134,182.478998,6.175418,16.204189,67.782546
Mustard greens,145,97,132,181.216231,6.734694,19.895372,62.072447
Spinach,142,122,168,204.849166,6.258995,19.661749,66.711302
Eggplant,160,113,135,204.790068,7.00047,20.991853,61.794118
Bell peppers,146,103,169,193.553414,6.46874,20.910595,69.134996
Kale,149,107,136,215.370832,6.046505,15.293682,65.494003
Eggplant,159,123,142,214.725486,7.342861,25.472608,62.923365
Bok choy,161,124,155,170.894948,5.6819,23.23105,65.282514
Mustard greens,140,93,120,188.653436,5.529893,20.393852,61.064284
Carrots,128,108,112,178.848534,6.441748,17.722953,71.846632
Radishes,125,100,120,167.888656,6.815252,19.836378,62.187663
Celery,129,104,150,177.416447,6.663782,17.681861,72.914862
Kale,151,113,132,211.530564,6.829713,16.085817,64.460514
Broccoli,181,132,182,208.015517,5.583312,19.871296,60.368154
Radishes,116,83,110,159.638362,5.775885,19.597672,62.563564
Eggplant,150,111,148,205.444663,6.042905,20.615666,69.680345
Radishes,117,85,107,167.906146,6.79274,23.327275,62.911256
Celery,134,117,132,178.124808,6.152921,17.712144,74.063796
Tomatoes,169,159,182,238.695915,6.451525,25.330555,63.178837
Broccoli,199,129,191,209.255803,5.706075,20.57491,64.260685
Lettuce,156,100,173,208.124426,6.803359,22.576759,60.526628
Mustard greens,144,97,137,193.180828,5.616973,23.356117,60.345095
Peas,142,115,121,187.86747,6.404923,16.763271,63.095262
Eggplant,143,112,143,209.587423,7.342317,24.172644,62.960153
Brussels sprouts,188,164,199,211.403489,6.528472,17.89101,61.941604
Brussels sprouts,189,160,185,221.467305,6.926664,17.021337,61.402263
Spinach,153,134,172,207.863959,5.841326,16.623146,65.643984
Eggplant,150,127,139,215.068087,6.346706,20.493944,63.727455
Broccoli,188,131,188,212.514609,6.058134,21.368671,64.975884
Bell peppers,145,120,152,189.583432,5.886868,24.400194,66.876821
Bok choy,160,138,144,186.174959,6.309143,18.834384,65.810553
Tomatoes,175,150,196,225.70841,5.753329,25.218551,69.131809
Beans,154,130,132,215.83351,6.367211,19.758787,63.586254
Zucchini,172,138,170,222.071504,5.52137,23.766213,66.024942
Chinese cabbage,186,143,172,192.12624,5.713749,18.133937,67.833787
Tomatoes,167,147,195,225.11796,5.973883,20.733608,68.381341
Zucchini,170,149,150,237.194067,6.930391,23.339177,67.785972
Carrots,120,109,110,174.49068,6.561388,17.764358,79.889178
Zucchini,171,135,164,229.282052,6.420983,21.651103,63.595685
Bell peppers,146,105,151,184.181469,5.939715,22.146672,64.691256
Cucumbers,155,126,142,206.819477,6.030794,20.242552,60.076853
Cucumbers,163,130,159,205.191368,5.521076,20.927883,69.594085
Cucumbers,151,120,140,209.615233,6.149536,25.286007,69.704731
Kale,143,107,148,215.980664,6.064662,18.7099,66.676913
Celery,124,105,142,175.019863,6.21317,16.418991,78.128178
Celery,135,100,147,169.585771,7.145728,18.139317,71.941186
Celery,140,115,143,176.105936,6.241134,18.844821,70.58452
Tomatoes,173,157,193,224.661079,6.733543,20.204466,60.90593
Eggplant,151,117,144,216.053029,6.159029,23.479391,68.497275
Mustard greens,131,106,139,185.909964,5.727714,21.047933,60.281943
Cauliflower,184,137,167,208.58257,6.507915,19.162176,67.594897
Mustard greens,148,93,135,180.221424,6.997724,21.374533,65.494816
Carrots,136,91,107,171.459666,6.931597,18.292048,76.668624
Mustard greens,131,106,132,189.881621,6.035793,23.867635,69.830374
Carrots,127,98,105,184.246605,6.402073,16.191966,79.575016
Carrots,139,96,110,178.616845,6.976929,17.66675,71.699039
Cucumbers,164,132,140,215.110924,5.508377,25.406271,64.889117
Peas,141,117,135,184.735138,6.298804,17.124124,69.574214
Mustard greens,142,105,131,182.965361,6.723886,23.700631,67.514645
Beans,144,127,133,217.601601,6.469441,22.287304,69.840833
Cabbage,215,162,204,183.367286,6.568468,16.500093,75.947813
Beans,156,113,142,200.358564,7.214775,22.461106,69.723711
Celery,130,108,139,164.924802,6.97762,17.085361,70.761369
Mustard greens,146,108,127,196.681885,5.696862,23.015488,62.967399
Cabbage,201,165,209,192.369475,7.285148,16.53912,79.386026
Chinese cabbage,172,146,169,207.0965,5.797818,22.9543,60.281083
Beans,147,124,140,201.660324,6.814079,22.5946,62.791222
Kale,141,113,137,204.763694,6.569631,18.824801,68.03685
Celery,137,104,139,170.14419,6.821611,15.905425,75.01926
Chinese cabbage,176,145,178,194.097717,5.982204,22.116355,63.726451
Beans,149,126,144,213.528022,6.919497,23.703923,66.624306
Cucumbers,168,133,153,216.232616,5.62933,25.585106,67.147184
Chinese cabbage,184,136,168,201.908988,6.655846,20.041387,69.633382
Beans,150,119,131,218.554353,7.256373,23.521163,68.478906
Spinach,145,131,168,194.603422,6.795596,18.31095,63.212725
